,review,produk,packaging,pengiriman
10,jelek jam samsung gear spotnya bagusan gear 3 f yg ini lebih kecil,-1,0,0
11,"Di printer ada tempelan alamat orang lain, lalu dari JD.ID",0,0,0
12,"Di note saya blg minta dipacking dng kayu namun knp tdk dilakukan, mudah2 an kedepannya tdk ada masalah pd brg nya dan bisa berfungsi
",0,-1,0
13,"Barang lama di gudang, pantas murah. Banyak debunya, gitu kok gak dibersihkan dulu sebelum diberikan ke pelanggan.",0,-1,0
14,Saya minta warna hitam di kasi warna biru...,-1,0,0
15,"Proses pengiriman produk super lama... 

Produknya berfungsi dengan baik thx",1,0,-1
16,"Belum ada sebulan sudah rusak nih. Ada garansi 1 tahun, kemana saya claim garansinya ya?. 

Mouse tdk kedetect bluetoothnya dan pakai receivernya juga tdk bisa kedetect",-1,0,0
17,"ini mouse punya 2 opsi koneksi, wireless dan bluetooth. Entah kenapa yg bluetooth susah connect dan sering drop connection dan harus re-pair. Untuk mode wirelessnya sih aman, tapi masih 2.4Ghz, jadi kalau potensi gangguan kalau banyak wifi atau device lain yang di 2.4 GHz juga",-1,0,0
18,"Produk ada kecacatan, tutup baterai sudah rusak, barang tidak seperti baru",-1,0,0
19,"ya emang peraturanya sih batas pengiriman sampe 4 hari tpi serius bgt harus hari ke 3. yg lain maksimal kirimnya hari yg sama klo ditransfer sebelum jam tertentu, ini aku transfer pagi padahal",0,0,-1
20,"Barang ok, sesuai.

Beli pagi pakai gosend tapi nyampenya besok malam. Delivery sangat lambat dan merugikan. Bayar gosend tp malah lambat!",0,0,-1
21,"Di gambar dan di iklan TV + 2 salon,kiri dan kanan
Ternyata aslinya hanya 1.

Sangat kecewa,pengiriman lama,sangat menyesal",-1,0,-1
22,"begitu beli harganya turun 100k, nyesel jadinya",0,0,0
23,"Wiinya masih bagus, sayangnya kondisi power adapternya tidak bisa nyala, jadinya harus beli lagi sendiri.",-1,0,0
24,"Packing tidak dikasih bubblewrap, dus luar cacat",0,-1,0
25,Pesan yg neon merah biru tapi dikirim yg grey. Mengecewakan.,-1,0,0
26,"barang spertinya used. 
karena sudah terpasang anti gores
batere mati total(di standby sebelumnya)
ada bekas install mario odyssey
ada user yg terdaftar
joycon tidak lancar masuknya",-1,0,0
27,Antara gambar sm barang yg dikirim bentuknya beda,-1,0,0
28,Yang dikirim tidak sesuai dengan yang digambar di display. Yang dikirimkan model samsung.,-1,0,0
29,"Barang diterima dengan cepat dan rapih, namun pada saat dilakukan penggunaan, ternyata baterei hanya bertahan kurang dari 30 menit (pada deskripsi menyebutkan bisa hingga 2 jam), sehingga membuat penggunaannya menjadi kurang nyaman.",-1,0,0
30,"sering lost connection, handset kiri dan kanan sering tidak biaa connect, charging box bermasalah. kadang ngecharge hanya kiri, kadang hanya kanan.",-1,0,0
0,"barang sudah diterima, tapi banyak lecet nya terutama di bagian camera
semoga konsumen ga protes
lain kali mohon di cek lagi yaa",-1,0,0
1,"barang udah nyampe,tanks ya.cuma talinya gampang copot",-1,0,0
2,"terimakasih barang sudah saya terima, tapi kondisi jam tangan yang satu ini kurang bagus tidak bisa nelpon",-1,0,0
3,"ngga bisa di update firmware, versi Mediatek: MTK60D",-1,0,0
4,"1. Pengiriman lama 6 hari..
2. Kualitas kurang bagus.. volume tape harus dibesarkan baru terdengar
3. Suara kurang jernih.. seperti frekuensinya tidak pas.. sudah coba di berbagai chanel.. ",-1,0,-1
5,"suka ngehang dan force close, isi box minimalis",-1,0,0
6,"Ada harga ada kualitas itu sy setuju, tp blm 6jam dipakai ring karet utk pegangan talinya sudah putus sendiri.seperti bahannya getas, bukan karet seperti yg di gbrkan...lumayanlah buat pakai sebulan trus dibuang....",-1,0,0
7,"Respon dan pengiriman cepat, gak nyangka sehari nyampe. ",0,0,1
8,"Pengiriman cepat, cuma barang warna  tdk sesuai di gambar,,,tapi ga pa pa dech,,, trima kasih famous store n blibli.com",-1,0,1
9,Packing bagus tpi gak bisa buka format mp4 huh menyebalkan.. ,-1,1,0
10,"berfungsi baik cmn tidak semua bisa ita tonton, ada chanel yg berbayar yg ga bisa kita tonton",1,0,0
11,"Sudah dipakai 1 Minggu,blm ada kendala sih.thanks Blibli ",0,0,0
12,"Awal membeli excited banget. Tapi pas barang datang tidak sesuai dengan warna. Di situs tertulis graphite black tapi yg datang malah warna gold. Dan sepertinya barang merupakan barang BM, kalo dilihat dari tampilannya sih (saya penggemar berat sony). Tapi tidak masalah sih karena barang bisa digunakan dengan normal seperti fungsi barang aslinya.",-1,0,0
13,Barangnya bagus tpi saya kurang puas karna saya pesan warna hitam mlh sampainya warna putih,-1,0,0
14,"Laptopnya bagus,, tapi sayang tidak sesuai dengan deskripsinya. Di deskripsinya vga nya R7, tapi nyatanya R5. ",-1,0,0
15,"Barang sudah diterima, hanya  nomor resinya yang tdk diupdate..jd susah pantaunya, cukup memuaskan",0,0,-1
16,Pengiriman barang terlambat sehari/ lewat sehari dari estimasi pengiriman barang. Pengiriman barang butuh waktu 7 hari dan menurut saya itu terlalu lama. Padahal jarak masih Jabotabek. Untuk harga harga mantap ğŸ‘,0,0,-1
17,Barang cepat sampai dan sesuai. Akan tetapi warna yg dipilih gold tidak ada dan harus ditukar warna lain. ,-1,0,1
18,salah beli neh...barangnya garansi internasional..tp berfungsi baik...paling2 ribet nantinya kl mau klaim garansi..tp mudah2an ga bermasalah..,1,0,0
19,Proses pengirimannya lama benerr. Agar lebih diperhatikan lg.,0,0,-1
20,pengiriman cepat.. baterenya kok 0% sampe ga bisa dinyalain... semoga aja baik2 saja,0,0,1
21,Barang diterima dan berfungsi dengan baik awalnya saya kira bukan yang global tp ternyata setting hp kita harus english supaya menunya english. Sayangnya yang membuat bintang tidak full adalah tulusan amazfit pada huruf T tidak sempurna ,1,0,0
22,Kardus datang dalam keadaan penyok   tp untung produknya tdk apa2,0,-1,0
23,"Bagus,,,tp bllum d coba pke sim card",1,0,0
24,"Barang sudah sampe, tapi gak bisa hidup. Di layar hanya muncul gambar HP connect ke Jam. Mohon info cara menghidupkannya.",-1,0,0
25,"GPS blom berfungsi, ini gak bisa atau gw gak ngerti.. Nnti gw update lgi.",-1,0,0
26,"Thx brg sampe
Pengiriman cepat
Tp syg kotak penyok bagian atas...:(",-1,0,1
27,"Pengiriman cukup cepat, barang lumayan, packaging kurang",0,-1,1
28,"trima kasih barang sudah sampe sesuai pesanan,saya sangat suka,,,pembayaran mudah ga ribet,,,,pertahankan ",1,0,0
29,Barang diterima baik. Hanya mestinya kan kalau di series 3 ada warna merah di digital crown nya. Yang dikirim ke saya tidak ada merahnya.,-1,0,0
30,"Produknya baik hanya saja packingan brg nya tidak bagus...buble wrap tidak terpasang rapi, terkesan asal2an...sangat mengkhawatirkan utk pengiriman produk yg mudah pecah..tks",1,-1,0
31,"Hari ini baru terima
Packingnya rusak dan ndak rapi
Trus pas dibuka kamera lecet.
Dan ternyata kebesaran ditangan juga sih atau gara-gara saya perempuan?
Dilihat dari barangnya sudah pernah digunakan alias second karena ada beberapa bagian yg lecet juga

Sedikit kecewa sih .. ",-1,-1,0
32,"Barang di terima dengan packagin yg sangat rapi, fast delivery, barang asli but produk singapore, mulus dan bagus! Cuman 1 poin minus nya yaitu segel telah terpotong. Awal buka kotaknya tidak perlu pake silet lgsg terbuka..overall mantap!! 
",1,1,1
33,"Pelayanan cepat, tapi produk yang dikirim bukan versi nike... terlanjur sudah dibuka packagingnya sehingga tidak dikembalikan",-1,0,0
34,Barang sesuai deskripsi.tapi sayang prose pengiriman agak lama,1,0,-1
35,"barang lumayan oke, pengiriman baik tidak terlalu lama. tapi hasil cetak Foto kurang memuaskan warna dan tekstur tinta nya mudah luntur. ",-1,0,1
36,"over all bagus, cuma ane ada troble nih gak bisa ngeprint warna. entah eror atau settingan nya salah",-1,0,0
37,Barangnya sudah diterima...Sudah dipakai ngeprint...Hasilnya bagus..Thanks blibli.com Tapi Kok ada biaya pengiriman ya...biasanya gratis....he..he..,1,0,0
38,"Pengiriman sangat lama, dan dus ada yg tidak bagus, sudah robek",0,-1,-1
39,barang sudah sampai.terima kasih ya gan.saya rekomendasi ini guy's,0,0,0
40,Produk nya sie sesuai.. Tp pengirimannya yg ngeewakan.. Sampe barang nya lewat etimasi..,1,0,-1
41,"Kiriman cepat ,..packing seadanya hanya  dibungkus plastik hitam rawan penyok dusnya,..",0,-1,1
42,"Saya beri bintang 3 karena tombol kalkulator tenggelam, walaupun masih berfungsi. Mau saya kembalikan cuma malas",-1,0,0
43,packing lgsg kotaknya. ada sobek dikit agak khawatir untung gpp. overall oklah,0,-1,0
44,Produknya bagus. Sayang dalam proses pengirimannya membuat kotak nya remuk. Beruntung isinya tidak rusak,1,-1,0
45,"+ Tinggal colok, ga perlu install driver. Keyboardnya ada penyangganya. Sdh termasuk baterai

- Scroll mousenya kurang smooth. Packing cuma pake cling wrap, ga pake bubble wrap maupun kardus, pas nyampe boxnya udah penyok2 :( agak kecewa soalnya biasanya kl beli dari blibli packingnya bagus, apalagi ini barang elektronik yg rawan rusak kl kebanting2 :(",-1,-1,0
46,"barang bagus..tp packing kurang tebel, jd kardus logitechnya penyok
oh iya penjual jg kirim 2 paket yg sama ke sy, akhirnya sy di contact utk kirim balik ke penjual...jd merepotkan",1,-1,0
47,"Berfungsi dengan baik, tapi sayang cara packing sangat tidak puas akibatnya bungkus kotak penyot penyot,  itu saja sih kekurangannya",1,-1,0
48,Di kirim tidak dikemas dengan kotak hanya di bungkus dengan bubble wrap seperti membungkus barang bekas,0,-1,0
49,Nyaman untuk digunakan mengetik. Bisa pairing sampai 3 gawai. minusnya lebih berat dari kelihatannya. Menunjukkan kualitas Logitech memang tidak main-main.,1,0,0
50,Produk bagus . Sayang tak ada dongle bluetooth utk koneksi ke pc..,1,0,0
51,"Great!  Barang sampai lebih cepat dari ekspektasi. Packaging rapi,  aman,  semoga awet.  Trimakasih.",0,1,1
52,Aku kira bs utk windowa 7 ternyata hanya bisa windows 8 dan 10..jd sia2 dah belinu,0,0,0
53,"Keyboard kurang responsif , terkadang tidak berfungsi ğŸ˜­ğŸ˜­ğŸ˜­
",-1,0,0
54,"Produk pastinya bagus. Sayang pengiriman super lama (bukan salah Kurir, tapi pengriman barang dri seller nya yang lama , jadinya barang bru d terima setelah 2 minggu order)",1,0,-1
55,"Kiriman lumayan cepet ke sukabumi padahal gratis trims blibli dan seller
Soal produk ternyata kecil yaa tapi over all good",-1,0,1
56,"oke juga barangnya, harganya juga ga terlalu mahal",1,0,0
57,"Barangnya bagus, cuma pengiriman sangat tidak disarankan. Sempet uyel uyelan sama pihak FIR krna ga mau anter ke alamat, complain ke admin Blibli langsung difollow upkan. Saya mengajukan agar FIR ditiadakan saja.",1,0,-1
58,"Untuk barang sesuai kebutuhan dengan harga bersaing. Pengiriman barang biasa2 saja, krn untuk jarak dr penjual ke alamat saya tergolong dekat (Dewi Sartika, Cawang ke Pondok Bambu)...",1,0,0
0,"Manteeb, kurirnya lekas nyampe. BES memang oke. 
",0,0,1
1,"Produk berjalan dengan baik , cuman kebingungan kenapa file yg berformat MPEG dari USB ada yg kebaca ada yg nggak",-1,0,0
2,"Barang bagus, sesuai dgn info. pengiriman cepat",1,0,1
3,Produk sesuai pesanan. Pengiriman suler cepat. Recommend seller.,1,0,1
4,"Dvd nya bagus n modelny juga bagus,sesuai dgn yg diharapkan",1,0,0
5,"Produk sudah diterima dan produk berfungsi dengan baik, chanel tv nya juga banyak",1,0,0
6,"Order tanggal 4 juli pagi, tanggal 5 juli pagi barang sudah diterima. Packing rapi, barang garansi resmi, langsung di test, bisa baca dvd lama/baret2, dvd bajakan juga lancar terbaca. Sangat puas dengan barang yang saya beli dan pelayanan blibli yang cepat.",1,1,1
7,"Selalu Puas belanja disini
Sayang ekspedisi nya yg kurang cepat dan g bisa pke J&T..",0,0,-1
8,Barang sudah diterima dan berfungsi dengan baik,1,0,0
9,"Pengiriman cepat, barang aman, & suaranya ok. Thanks",1,0,1
10,Oke ... Barang sudah sampai .. bagus tanpa cacat... Suara jernih n mantep. Pengiriman juga cepat. Cuman sayang koq gak ada tombol volume na.  Top gpp gak masalah itu. Barang bagus kualitas oke suara juga oke. Sesuai harga na. Trim's.,1,0,1
11,"Barang berfungsi dengan baik, barang juga original, pesan tengah mala, siangnay sudha sampai. ekspress dan sangat memuaskan. baranganya juga sangat mumpuni untuk harga segitu, sudah survey di tempat lain, disini paling murah.",1,0,1
12,"Cepat datang nya
Sesuai dgn gambar yg dijual",1,0,1
13,Response cepat barang berkualitas rekommendes seller. Good job,1,0,0
14,"Barang original. Packaging rapi. Barang aman sampai tujuan dengan baik dan gak ada cacat sedikitpun. Cepet banget sampenya, cuma 24 jam pasca beli udah sampe. Recommended!!!",1,1,1
15,"Respone relatif cepat, sudah dicoba normal
Hanya pengemasan agar lebih diamankan, kemasan ada yang cacat, namun item aman",0,-1,0
16,"Produk diterima dgn kemasan kayu dan dus masih tersegel rapi, sesuai deskripsi dan original Asus. Laptop mulus tanpa cacat. Semoga dlm pemakaian tdk ada kendala. Thanx blibli.com",1,1,0
17,"Barang sudah diterima, pengiriman cepat 
Tq blibli",0,0,1
18,Barang ok bgt. Sesuai dgn speksifikasi. Mulus. Thx y blibli,1,0,0
19,Terima kasih barang sudah sampai dengan baik,0,0,0
20,"Mantab sesuai deskripsi.. Cepet sampai..
Coba langsung pairing sudah bahasa inggris..",1,0,1
21,"Produuuk sesuaaai, masiih sangaat puas sama bliblii,  thankyouuuu",1,0,0
22,Respon cepat produk sesuai dalam gambar yg dicantumkan,1,0,0
23,"packing bagus dan barang sesuai pesanan, trims",1,1,0
24,"pengiriman cepat, respon cepat, kemasan bagus dan rapi, thanks a lot",0,1,1
25,"Order yg ditunggu2 akhirnya datang jg, mantab dan bisa langsung begaya....eee aaaaa",0,0,0
26,"Barang asli sesuai pesanan , packing bagus , cepat sampai di tujuan diterima dgn baik .. ğŸ‘",1,1,1
27,"Pengiriman tepat waktu..
Dan sangat memuaskan packagingnya
Buat hadiah jdi pas deh waktunya",0,1,1
28,"produk diterima hari itu juga dengan pilihan pengiriman pakai gosend, thanks yah",0,0,1
29,"packing rapi dan aman , barang sesuai",1,1,0
30,Mantap produk berfungsi dgn baik dan sesuai deskripsi,1,0,0
31,"Lumayan dgn hrg relatif murah, jd ga harus selalu cek HP",0,0,0
32,Packing rapi. Mantap. Di kasih godie bag juga ,0,1,0
33,"Barang sampai 22 Nov. Menyenangkan banget punya smart watch yang stylish, bisa untuk me-remote Spotify, dan yang pasti bisa berguna untuk exercise berenang saya, laffff banget.... ",1,0,0
34,"Pengiriman super cepat, barang sesuai semua, mantap deh",1,0,1
35,Brg sampai sesuai pesanan.masih tersegel.packing aman.thx u blibli,1,1,0
36,Cepat dan oke. Tinta hitam dan berwarna sdh including bersamaan printer,0,0,1
37,"Thx blibli, barangnya sudah diterima. Sampai cepat packing rapi barang lancar semua. Semoga awett,,,",1,1,1
38,"Harga murah, pengiriman super cepat, sangat puas dengan pelayanan seller dan blibli, printer dikemas dengan rapi, sudah dicoba untuk scan, copy dan print, hasilnya sangat memuaskan",1,1,1
39,Terima kasih barang sudah diterima dengan baik dengan kemasan yang rapi. Secara keseluruhan saya puas dengan barang ini selain lengkap fungsinya juga dapat harga yang kompetitif dengan tambahan disc 10% dari Harbolnas.,1,1,0
40,"sip barangnya
langsung dikirim cepat
packing rapi
langsung digunakan untuk aktifitas",0,1,1
41,Sampe cepat cuma selang 1 hari. Barang bagus. Thank you,1,0,1
42,"Respon sangat cepat, menyenangkan sekali. Pesan 12 Desember jam 10 pagi, 13 Desember jam yang sama, barang sudah sampai. Packing rapih sekali dan aman, full bubble wrapped. Begitu barang sampai di rumah, seneng banget sama model dan warnanya yang fancy, hahaha, dan langsung install semua yang diperlukan dan coba semua fungsi. Untuk print dan copy super cepat banget deh, seru ga pake nunggu lama langsung jadi. Untuk scan pun hasilnya ok banget. Ga nyesel sih dengan harga rendah, yang didapat top juga. Thank you Dunia Storage dan Blibli.com!! :D",1,1,1
43,"Barang sudah diterima dengan baik dan benar.
Terima kasih blibli",1,0,0
44,barang sudah diterima dengan baik. thx blibli,1,0,0
45,"Pengiriman cepat, pesan jumat sore, senin sudah datang. thanks",0,0,1
46,brg sudah diterima dengan baik thx ya,0,0,0
47,Penjual Oke dan memberikan respon dengan baik,0,0,0
48,"barang ok, packing ok, pengirimannya aja ntah ada apa, koq sedikit lama",1,1,-1
49,"Barang cepat sampai dari perkiraan , barang okeee bgt harga murah dapet tinta nya juga yaa ternyata jd bisa langsung pakai ğŸ‘ğŸ»ğŸ‘ğŸ»ğŸ‘ğŸ»ğŸ‘ğŸ»",1,0,1
50,"Barang sesuai foto, sudah saya coba cukup baik,pengemasan bagus semoga awet barangnya",1,1,0
51,"Bagus, murah, terkirim cepat dg go-send. Cocok utk Smartphone, tablet",0,0,1
52,"Keyboard paling bagus yang pernah saya pakai. bodynya sendiri memang kurang bagus dibanding razer tapi bisa buat control apapun seperti TV, AC, PS4, lampu, alarm mobil, atur suhu mobil dll. one keyboard to rule them all. sayang touchpadnya gk sebagus apple",1,0,0
53,"terima kasih barnag sudah diterima.. kondisi ok. packingan mantap dilapisi dos plus bubble warp, jadi tidak merusak dos kemasan aslinya...thumb up..",1,1,0
54,"Barang original Apple,packing bagus,cepat sampai. 2 hr sdh sampai di Bukittinggi ",1,1,1
55,"proses respon dan pengiriman sangat cepat. ketika beli logitech MK 345 dari toko inilah harga paling murah di blibli.

kelemahan logitech MK345 ini tidak support unifiying, jadi sedikit kawatir kalau reciefernya rusak.",0,0,1
56,pelayanan cepat dan barang sesuai dengan deskripsi,1,0,1
57,"mantap,beli keyboard di blibli.com terjamin packingnya tidak penyok,karena dikirim lewat ninja/bes.",0,1,0
58,Barang sesuai dan packaging bagus.. Penjual cepat banget responnya sehingga pengirimannya pun sangat cepat,1,1,1
59,"Barang sudah diterima..
Kecepatan pengiriman luar biasa, pesen siang, sore sudah sampai.. Kondisi bagus hanya segel bening khas logitech di kedua sisi sudah terpotong.. Mungkin untuk nempel garansi..",1,0,1
60,"Barang cepat sampai, dan kualitasnya bagus. thanks blibli",1,0,1
61,"berfungsi dengan baik, keyboard mungil, mouse nya gede, colokan usb nya segede flashdisk murah meriah lah...",1,0,0
62,"Keyboard terbaik masa kiny, murah lagi ;)",1,0,0
63,"Telah diterima, packaging sangat rapi, berfungsi baik. tidak pernah menyesal belanja di blibli",1,1,0
64,Barang cepat sampai. Kondisi baru dan berfungsi dengan baik. Harga murah. Recommended Seller,1,0,1
65,"Thanks, kwalitas dan ketepatan kiiriman sesuai harapan.... ",1,0,0
66,"Barang bagus, mulus bener sesuai dengan pilihan saya dan ekspetasi",1,0,0
67,"Keren banget sih, cepet bat nyampe nya datang lebih cepet dari estimasi, barang nya good, dan puas banget.. 
thankyou blibli",0,0,1
68,"Proses pengiriman BES luar biasa cepat..pesan sore, malam sampe..packing super aman..bubble wrap plus plastic wrap ala bandara..
Barang sesuai dgn pesanan dan sudah dicoba..tanpa kendala dan berfungsi baik..
Harga bisa diadu plus pake voucher point rewards..bintang 5 smuanya

Thanks to Blibli.com",1,1,1
69,Nice product. Barang bekerja dg baik.Pengiriman Cepat. Terimakasih.,1,0,1
70,Order kmarem sore td siang ud sampe brang ny..lbih cpt dr gosend..mantab gan..express bed,0,0,1
71,Pengiriman cepat dan barang sesuai deskripsi. Packing nya rapi mantap bgt... ğŸ˜ ,1,1,1
72,produk diterima dengan baik dan berfungsi dengan baik...tx blibli,1,0,0
73,"GO-SEND memang oke, mouse mulus baru, masih segel. tak ada komplain berarti.
semoga awet, Aamiin",1,0,1
74,"Harga murah, pengiriman cepat, malam order, pagi dtg. ",0,0,1
75,Barang murah tapi ga murahan. Thanx blibli,0,0,0
76,"Barang sesuai, bagus, pengiriman cepat bgt, pesan selasa malam, kamis udh sampai di makassar, puas berbelanja di blibli",1,0,1
77,Sesuai dg yg diiklankan dproduk yg djual n dpt braketna jg. Cm agak lama gegara kpotong sabtu minggu jd dianterna senin deh . Tq,1,0,-1
78,"Batang bagus, garansi 5 tahun, pengiriman cepat",1,0,1
79,Rekomanded. Barang harga lebih murah tapi kualitas tetep oke..,1,0,0
80,Paket di terima dengan baik walaupun saya di sumatra.. Terima kasih blibli terima kasih sumberkarya ,0,0,0
81,"Alhmdulilah barang dah smpe, bagus tv ne. Semoga awet. ",1,0,0
82,"paket sesuai dengan tulisannya (plus bracket) pengiriman cepat, pesan hari jumat sore, sabtu siang sudah sampai rumah ğŸ‘",1,0,1
83,produk diterima dengan baik dan berfungsi baik,1,0,0
84,Sempat ragu untuk membeli produknya. Namun barang dikirim dengan sangat baik menggunakan packing kayu. Produknya sendiri oke oke saja. Garansi dapat yang lima tahun.  Terimakasih untuk Seller dan Blibli.,1,1,0
85,Barang sudah sampai..packing ok..sudah di tes ok tvnya..recomemended sellerğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘,1,1,0
86,"TV berfungsi dengan baik, terima kasih blibli",1,0,0
87,"Paket diterima dengan baik
Terlindung oleh Packing kayu
Pengiriman relatif cepat",0,1,1
88,"Pengiriman termasuk cepat, barang kondisi sangat bagus, di test semuanya bagus. Like this...senang berbisnis dengan anda Dan blibli.com",1,0,1
89,"respon dan pengiriman cepat, produk bagus dan memuaskan, trims",1,0,1
90,Thanks barang sudah diterima....pengiriman sangat cepat... Barang sesuai pesanan dan dpt bonus amibo.... Sukses trus.... ,1,0,1
91,sesuai dengan deskripsi dan berfungsi dengan baik,1,0,0
92,"barang sampai dgn selamat, no problem sama sekali",1,0,0
93,"barang vagus kondisi minim lecet seperti baru. mudah""an awet",1,0,0
94,"Keren, barangnya mulus banget, warna hitam, stik berfungsi normal, sangat-sangat puas",1,0,0
95,"Packing aman, mesin jalan sempurna 5 bintang untuk blibli",1,1,0
96,"Packing , harga , pelayanan, produk ..smua Puas,,recommend",1,1,0
97,Pengiriman cepat dan barang sesuai dengan deskripsi yang ditulis..,1,0,1
98,"Bagus, barang nya sesuai gambar, bungkus nya rapih, cepat pengiriman nya",1,1,1
99,"Sangat memuaskan,cepat dan packing rapi.Terima kasih  atas kejujuran terhadap konsumen.Semakin sukses untuk penjual dan BliBli..Tidak mengecewakan,recomended...",0,1,1
100,"Baranf dinkemas dengan baik, barang pun kualitas nya OK ",1,1,0
101,"Brg original good job, but delivery agak lama ya, over all welldone....",1,0,-1
102,"Thanks blibli, barang sampai sesuai pesanan dan kualitas suaranya bombastis",1,0,0
103,"Produk tersegel baru dan pairing mudah, nyaman di telinga dan suara cukup ok, recommended seller. Tks blibli!",1,0,0
104,"Packaging rapi, kualitas barang bagus, sedikit butuh waktu untuk pairing dan setelah itu oke. Kualitas suara dan bass nya diatas perkiraan utk headset dgn harga < 1juta. Wireless headset ini sangat membantu saat joggin. Thumbs up untuk blibli!",1,0,0
105,"Terimakasih barangnya diterima dengan kondisi baik, barangnya sesuai dengan harapan saya",1,0,0
106,Quick delivery. Iâ€™m very happy with the product ğŸ‘ŒğŸ»,0,0,1
107,"Kualitas bagus, mega bass sony nya ajib
",1,0,0
108,"Udh ngk di ragukan lg dgn merk bose, dr kualitas dan suara mantab bgt, respon seller yg jg cepat, jd brg cepat sampai, sy puas, rekom seller",1,0,1
109,"Produk berfungsi dengan baik,  tidak ada cacat.  Produk sesuai dengan deskripsi. Terimakasih Blibli. ",1,0,0
110,"Barang sesuai gambar
Pengiriman cepat sampainya
Packing rapih",1,1,1
